Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,60.68,61.09,59.75,60.59,59.20018,18322400
2017-01-04,60.689999,61.630001,60.610001,61.41,60.00137700000001,16947500
2017-01-05,60.970001,61.43,59.91,60.34,58.95591700000001,18317900
2017-01-06,60.68,60.84,60.080002,60.549999,59.161102,16778400
2017-01-09,60.150002,60.639999,59.669998,60.220001,58.838669,14590300
2017-01-10,60.200001,60.849998,59.950001,60.23,58.848446,13483300
2017-01-11,59.66,60.0,59.25,59.959999,58.58462900000001,20737600
2017-01-12,59.529999,59.82,58.759998,59.23,57.87138,22778900
2017-01-13,59.450001,60.32,59.380001,59.630001,58.262207,21045200
2017-01-17,59.009998,59.32,58.029999,58.380001,57.040874,25114400
2017-01-18,57.990002,58.279999,57.099998,57.389999,56.073582,29276200
2017-01-19,57.529999,57.599998,56.389999,56.66,55.36032900000001,24932400
2017-01-20,56.950001,57.119999,56.029999,56.110001,54.822945,27722300
2017-01-23,56.119999,56.290001,55.419998,55.68,54.402809,23130200
2017-01-24,55.959999,57.150002,55.68,56.740002,55.438499,18416400
2017-01-25,57.900002,57.919998,57.099998,57.689999,56.366703,21492900
2017-01-26,57.599998,57.98,57.049999,57.360001,56.044273,20792700
2017-01-27,57.389999,57.41,56.720001,57.110001,55.800011,17074200
2017-01-30,56.509998,56.68,55.759998,56.610001,55.311478,17537600
2017-01-31,56.330002,56.959999,55.580002,55.830002,54.549374,29221000
2017-02-01,56.720001,56.98,55.880001,56.049999,54.76431700000001,17441500
2017-02-02,55.490002,56.209999,55.23,55.98,54.852509,15586800
2017-02-03,57.040001,57.880001,56.59,57.759998,56.59665699999999,21404100
2017-02-06,57.509998,58.349998,57.34,57.639999,56.479076,15680200
2017-02-07,58.0,58.07,57.009998,57.189999,56.038136,13996900
2017-02-08,56.919998,56.919998,56.139999,56.32,55.185665,18626600
2017-02-09,56.32,57.540001,56.32,57.259998,56.106724,18054100
2017-02-10,57.82,57.950001,57.130001,57.630001,56.469273,14421700
2017-02-13,57.990002,59.369999,57.990002,58.950001,57.762691,22779800
2017-02-14,59.0,60.110001,58.75,59.830002,58.62496899999999,22336600
2017-02-15,60.16,60.869999,59.700001,60.5,59.281471,22423900
2017-02-16,60.349998,60.5,59.759998,60.380001,59.16389100000001,15916600
2017-02-17,59.700001,60.169998,59.400002,60.169998,58.958118000000006,15120600
2017-02-21,60.290001,60.689999,60.23,60.549999,59.330463,15812700
2017-02-22,60.18,60.950001,60.02,60.619999,59.39905200000001,16025700
2017-02-23,60.639999,60.84,60.23,60.619999,59.39905200000001,14624400
2017-02-24,59.880001,60.18,59.110001,59.560001,58.36040500000001,19900300
2017-02-27,59.560001,60.240002,59.41,60.02,58.811138,15711400
2017-02-28,59.669998,60.09,59.48,59.810001,58.60536999999999,17237500
